order_id,status,customer_name,order_date,quantity,subtotal_amount,tax_rate,shipping_cost,category,subcategory
49831,Order Finished,Brenda Bowman,2010-08-23,18,548640.00,0.0100,5486.00,Office Supplies,Storage & Organization
49862,Order Finished,Nora Price,2012-09-12,24,151460.00,0.0700,10602.00,Office Supplies,Labels
49889,Order Finished,Philip Fox,2012-12-12,47,1066940.00,0.0900,96025.00,Office Supplies,Binders & Binder Accessories
49891,Order Finished,Darrin Sayre,2009-09-12,40,519660.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
49892,Order Finished,Bill Eplett,2011-02-10,26,342280.00,0.0200,6846.00,Office Supplies,Appliances
49921,Order Finished,Claudia Miner,2011-02-17,5,1512300.00,0.0600,90738.00,Technology,Office Machines
49924,Order Returned,Edward Nazzal,2011-05-25,48,408300.00,0.0700,28581.00,Office Supplies,Binders & Binder Accessories
49925,Order Finished,Adam Hart,2010-01-22,1,6820.00,0.0600,409.00,Office Supplies,Pens & Art Supplies
49927,Order Finished,Parhena Norris,2012-07-20,26,279080.00,0.0100,2791.00,Office Supplies,Binders & Binder Accessories
49952,Order Finished,Beth Thompson,2011-11-19,12,2647340.00,0.0400,105894.00,Furniture,Office Furnishings
49953,Order Finished,Toby Carlisle,2012-03-17,18,567000.00,0.1000,56700.00,Technology,Computer Peripherals
49954,Order Finished,Claire Good,2012-02-27,36,3842255.00,0.0800,307380.00,Technology,Telephones & Communication
49984,Order Finished,Sara Luxemburg,2009-05-11,14,114560.00,0.0200,2291.00,Office Supplies,Binders & Binder Accessories
49986,Order Finished,Joseph Airdo,2010-10-14,39,220720.00,0.0500,11036.00,Office Supplies,Pens & Art Supplies
49987,Order Finished,Tanja Norvell,2011-01-19,15,3590980.00,0.0500,179549.00,Furniture,Bookcases
49988,Order Returned,Helen Wasserman,2010-12-20,43,15462180.00,0.0000,0.00,Office Supplies,Storage & Organization
49989,Order Finished,Dianna Wilson,2010-04-26,6,3709880.00,0.0400,148395.00,Technology,Computer Peripherals
49990,Order Finished,Evan Minnotte,2009-09-05,11,10310700.00,0.0000,0.00,Technology,Office Machines
50016,Order Finished,Harold Dahlen,2009-04-05,15,2187271.00,0.0500,109364.00,Technology,Telephones & Communication
50017,Order Finished,Vivek Grady,2012-11-20,43,3004940.00,0.0700,210346.00,Office Supplies,Pens & Art Supplies
50048,Order Returned,Chad Sievert,2010-01-18,14,70960.00,0.0900,6386.00,Office Supplies,Pens & Art Supplies
50051,Order Finished,Jas O'Carroll,2009-10-04,17,207440.00,0.0200,4149.00,Office Supplies,Binders & Binder Accessories
50054,Order Finished,Cynthia Delaney,2010-09-06,50,10738920.00,0.0000,0.00,Technology,Office Machines
50055,Order Finished,Jack O'Briant,2012-10-18,1,26900.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50081,Order Returned,Guy Armstrong,2009-11-03,7,1077020.00,0.0000,0.00,Furniture,Bookcases
50083,Order Returned,John Castell,2011-04-08,33,27343880.00,0.0100,273439.00,Technology,Office Machines
50087,Order Returned,Patrick Ryan,2010-05-15,17,117720.00,0.0300,3532.00,Office Supplies,Rubber Bands
50117,Order Finished,Allen Rosenblatt,2011-06-03,17,94880.00,0.0900,8539.00,Office Supplies,Labels
50118,Order Finished,Dianna Vittorini,2010-03-18,19,674760.00,0.0000,0.00,Furniture,Tables
50144,Order Finished,Michael Dominguez,2012-06-07,36,8339860.00,0.1000,833986.00,Office Supplies,Binders & Binder Accessories
50145,Order Finished,Michael Grace,2011-02-26,18,651160.00,0.0600,39070.00,Furniture,Office Furnishings
50146,Order Finished,Pauline Chand,2010-08-09,32,4577284.00,0.0500,228864.00,Technology,Telephones & Communication
50147,Order Returned,Denise Monton,2009-10-08,42,3008020.00,0.0500,150401.00,Office Supplies,Envelopes
50148,Order Finished,Pauline Chand,2012-02-01,9,35930900.00,0.0000,0.00,Technology,Office Machines
50181,Order Finished,Odella Nelson,2012-05-30,2,579460.00,0.0400,23178.00,Furniture,Chairs & Chairmats
50183,Order Finished,Dario Medina,2010-05-24,20,233100.00,0.0900,20979.00,Office Supplies,Envelopes
50208,Order Finished,Sarah Bern,2011-01-22,4,77520.00,0.1000,7752.00,Office Supplies,Binders & Binder Accessories
50209,Order Finished,Brendan Sweed,2010-09-10,34,3726040.00,0.0300,111781.00,Office Supplies,Paper
50210,Order Finished,Michelle Arnett,2010-07-19,47,357020.00,0.0000,0.00,Office Supplies,Labels
50242,Order Finished,Ross Baird,2010-07-19,8,2783529.00,0.0800,222682.00,Technology,Telephones & Communication
50246,Order Returned,Darren Powers,2010-08-18,14,204080.00,0.0500,10204.00,Office Supplies,Paper
50275,Order Finished,Gary Hwang,2009-12-05,5,19408740.00,0.0300,582262.00,Technology,Office Machines
50276,Order Finished,Bradley Talbott,2011-02-14,34,780700.00,0.0500,39035.00,Office Supplies,Pens & Art Supplies
50278,Order Finished,Beth Thompson,2010-05-25,2,102420.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50304,Order Finished,Jonathan Doherty,2010-01-31,22,1775960.00,0.0400,71038.00,Office Supplies,Envelopes
50306,Order Finished,Anemone Ratner,2011-05-20,34,4021780.00,0.0900,361960.00,Office Supplies,Binders & Binder Accessories
50307,Order Returned,Bill Overfelt,2010-10-15,31,1073660.00,0.0600,64420.00,Technology,Computer Peripherals
50308,Order Finished,Liz Willingham,2012-10-18,19,172960.00,0.1000,17296.00,Office Supplies,Labels
50309,Order Finished,Michael Nguyen,2011-03-15,36,486360.00,0.0800,38909.00,Office Supplies,Storage & Organization
50310,Order Finished,Sarah Foster,2009-08-15,42,3622600.00,0.0700,253582.00,Office Supplies,Appliances
50336,Order Finished,Joseph Airdo,2009-11-04,9,117960.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50337,Order Finished,Chris Cortes,2009-04-16,37,245980.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50338,Order Finished,Liz Price,2009-03-23,36,1102880.00,0.0000,0.00,Technology,Office Machines
50370,Order Finished,Marc Crier,2012-11-06,25,244100.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50373,Order Finished,Christina Vanderzanden,2009-07-02,9,2910080.00,0.0600,174605.00,Office Supplies,Storage & Organization
50374,Order Returned,Susan Vittorini,2009-05-30,30,6964820.00,0.0500,348241.00,Office Supplies,Binders & Binder Accessories
50403,Order Finished,Katherine Ducich,2012-05-12,22,285760.00,0.0800,22861.00,Office Supplies,Paper
50404,Order Finished,Guy Armstrong,2011-03-26,18,7560860.00,0.0500,378043.00,Office Supplies,Storage & Organization
50405,Order Finished,Theresa Swint,2011-07-02,8,1752020.00,0.0700,122641.00,Office Supplies,Storage & Organization
50432,Order Returned,Jim Epp,2009-06-07,7,4322720.00,0.0200,86454.00,Furniture,Chairs & Chairmats
50433,Order Finished,Jennifer Halladay,2012-01-19,50,13257100.00,0.1000,1325710.00,Technology,Office Machines
50464,Order Finished,Natalie Webber,2011-09-27,7,211880.00,0.0700,14832.00,Office Supplies,Binders & Binder Accessories
50465,Order Finished,Thais Sissman,2011-03-11,29,2674160.00,0.1000,267416.00,Office Supplies,Storage & Organization
50466,Order Finished,Toby Grace,2012-06-28,32,13784140.00,0.0500,689207.00,Office Supplies,Binders & Binder Accessories
50469,Order Finished,Harry Marie,2010-06-19,44,1678380.00,0.0000,0.00,Technology,Office Machines
50470,Order Finished,Ken Dana,2010-08-23,38,1655660.00,0.0900,149009.00,Office Supplies,Pens & Art Supplies
50471,Order Finished,Deborah Brumfield,2012-01-03,25,11718500.00,0.0200,234370.00,Furniture,Chairs & Chairmats
50499,Order Finished,Brian Derr,2011-10-12,18,3516820.00,0.0600,211009.00,Office Supplies,Appliances
50500,Order Finished,Lisa De Cherney,2011-09-06,11,129720.00,0.0000,0.00,Office Supplies,Paper
50501,Order Returned,John Dryer,2009-05-29,31,1602900.00,0.0100,16029.00,Technology,Office Machines
50503,Order Finished,Sanjit Chand,2012-11-21,28,3077731.00,0.0500,153887.00,Technology,Telephones & Communication
50532,Order Finished,Richard Bierner,2012-08-14,10,534120.00,0.0200,10682.00,Office Supplies,Binders & Binder Accessories
50533,Order Finished,Adam Bellavance,2011-05-31,32,3949320.00,0.0600,236959.00,Office Supplies,Storage & Organization
50563,Order Finished,Alejandro Ballentine,2011-07-16,2,846080.00,0.0500,42304.00,Office Supplies,Storage & Organization
50564,Order Returned,Julie Prescott,2012-03-02,30,22082840.00,0.0700,1545799.00,Office Supplies,Binders & Binder Accessories
50565,Order Finished,Sylvia Foulston,2012-08-30,43,1366920.00,0.0900,123023.00,Office Supplies,Envelopes
50566,Order Returned,Dan Lawera,2011-09-07,48,778560.00,0.1000,77856.00,Office Supplies,Appliances
50567,Order Finished,Vivek Sundaresam,2012-02-05,22,3011340.00,0.1000,301134.00,Furniture,Chairs & Chairmats
50594,Order Finished,Pauline Chand,2010-05-17,39,346940.00,0.0500,17347.00,Office Supplies,Pens & Art Supplies
50625,Order Finished,Robert Waldorf,2009-04-23,10,58240.00,0.0800,4659.00,Office Supplies,Labels
50626,Order Finished,Dean Percer,2009-10-20,18,6534820.00,0.0000,0.00,Furniture,Bookcases
50656,Order Finished,Patrick Bzostek,2009-10-25,42,388400.00,0.0000,0.00,Office Supplies,Appliances
50657,Order Finished,Aleksandra Gannaway,2011-12-18,40,630900.00,0.0100,6309.00,Office Supplies,Binders & Binder Accessories
50663,Order Returned,Jim Kriz,2010-11-09,26,3229680.00,0.0200,64594.00,Office Supplies,Appliances
50688,Order Finished,Joy Bell,2011-12-16,50,1200440.00,0.0800,96035.00,Office Supplies,"Scissors, Rulers & Trimmers"
50692,Order Finished,Shirley Schmidt,2010-09-17,28,655900.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50721,Order Returned,Jennifer Halladay,2012-02-27,33,19517400.00,0.0400,780696.00,Office Supplies,Binders & Binder Accessories
50725,Order Finished,Muhammed Yedwab,2010-11-23,1,259760.00,0.1000,25976.00,Furniture,Chairs & Chairmats
50726,Order Finished,Joni Blumstein,2011-10-31,45,18497480.00,0.0000,0.00,Furniture,Chairs & Chairmats
50754,Order Finished,Becky Castell,2009-12-09,9,128061.00,0.0600,7684.00,Technology,Telephones & Communication
50756,Order Finished,Ionia Mc Grath,2010-09-09,19,940780.00,0.0800,75262.00,Technology,Computer Peripherals
50758,Order Finished,Ritsa Hightower,2012-07-12,17,257000.00,0.0200,5140.00,Office Supplies,Paper
50759,Order Finished,Deborah Brumfield,2010-03-19,46,4845442.00,0.1000,484544.00,Technology,Telephones & Communication
50784,Order Finished,Chuck Magee,2012-02-10,20,1277440.00,0.0400,51098.00,Technology,Computer Peripherals
50786,Order Finished,Cindy Stewart,2009-10-12,4,975440.00,0.0600,58526.00,Technology,Office Machines
50789,Order Returned,Tracy Collins,2011-03-12,23,17347800.00,0.1000,1734780.00,Office Supplies,Binders & Binder Accessories
50790,Order Finished,Joni Blumstein,2011-07-16,47,511300.00,0.0000,0.00,Furniture,Office Furnishings
50816,Order Finished,Anthony Johnson,2009-03-27,25,572140.00,0.0700,40050.00,Office Supplies,Appliances
50818,Order Returned,Neoma Murray,2012-10-06,34,11037063.00,0.1000,1103706.00,Technology,Telephones & Communication
50822,Order Finished,Carol Darley,2012-02-07,6,3270580.00,0.1000,327058.00,Furniture,Chairs & Chairmats
50823,Order Returned,Nancy Lomonaco,2009-07-21,12,2489440.00,0.0400,99578.00,Technology,Computer Peripherals
50849,Order Finished,Christine Sundaresam,2012-10-04,47,614740.00,0.0400,24590.00,Office Supplies,Paper
50850,Order Returned,Greg Guthrie,2009-05-06,37,3199080.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
50852,Order Finished,Nick Zandusky,2011-06-12,24,376940.00,0.0300,11308.00,Office Supplies,Binders & Binder Accessories
50854,Order Finished,Dan Lawera,2011-12-17,27,275000.00,0.0700,19250.00,Office Supplies,Binders & Binder Accessories
50882,Order Finished,Trudy Bell,2010-08-31,37,733680.00,0.0800,58694.00,Office Supplies,"Scissors, Rulers & Trimmers"
50883,Order Finished,Pauline Chand,2012-06-01,35,13479840.00,0.0100,134798.00,Furniture,Chairs & Chairmats
50914,Order Returned,Carlos Daly,2012-07-03,49,17103088.00,0.0300,513093.00,Technology,Telephones & Communication
50917,Order Finished,Sally Hughsby,2009-07-21,33,2844620.00,0.0200,56892.00,Technology,Computer Peripherals
50945,Order Finished,Vicky Freymann,2011-01-07,27,1668125.00,0.0100,16681.00,Technology,Telephones & Communication
50949,Order Finished,Guy Thornton,2011-02-04,32,147100.00,0.0900,13239.00,Office Supplies,Rubber Bands
50950,Order Finished,Tony Molinari,2012-12-30,6,782240.00,0.0600,46934.00,Furniture,Chairs & Chairmats
50977,Order Finished,Thomas Thornton,2012-06-11,1,68180.00,0.0500,3409.00,Office Supplies,Paper
50978,Order Finished,Cindy Stewart,2012-03-31,4,1632180.00,0.0500,81609.00,Office Supplies,Storage & Organization
50981,Order Finished,Sean O'Donnell,2009-08-04,42,11357105.00,0.0100,113571.00,Technology,Telephones & Communication
50982,Order Finished,Clay Ludtke,2012-04-16,23,173060.00,0.0500,8653.00,Office Supplies,Labels
50983,Order Finished,Bruce Degenhardt,2011-06-28,39,6126200.00,0.0600,367572.00,Office Supplies,Storage & Organization
51008,Order Finished,Michael Chen,2011-08-20,20,539320.00,0.0200,10786.00,Office Supplies,"Scissors, Rulers & Trimmers"
51009,Order Finished,Scot Wooten,2011-11-05,10,96000.00,0.0900,8640.00,Furniture,Office Furnishings
51011,Order Finished,Thomas Thornton,2010-06-06,41,10289743.00,0.0900,926077.00,Technology,Telephones & Communication
51041,Order Finished,Neil Ducich,2010-07-29,47,5533636.00,0.0300,166009.00,Technology,Telephones & Communication
51044,Order Finished,Linda Southworth,2012-01-18,17,311780.00,0.1000,31178.00,Office Supplies,Envelopes
51047,Order Finished,Ellis Ballard,2009-04-10,28,131400.00,0.0200,2628.00,Furniture,Office Furnishings
51072,Order Finished,Anna Andreadi,2009-10-02,43,14072220.00,0.0000,0.00,Office Supplies,Storage & Organization
51073,Order Finished,Luke Weiss,2010-05-14,17,4950160.00,0.0000,0.00,Furniture,Office Furnishings
51075,Order Returned,Carlos Soltero,2010-11-23,43,2580413.00,0.0600,154825.00,Technology,Telephones & Communication
51107,Order Finished,Luke Foster,2012-09-25,36,1545340.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
51109,Order Finished,Theresa Coyne,2012-11-08,28,224100.00,0.0400,8964.00,Office Supplies,Paper
51111,Order Finished,Eric Murdock,2012-02-09,1,122196.00,0.0200,2444.00,Technology,Telephones & Communication
51140,Order Finished,Sean O'Donnell,2012-09-14,28,264020.00,0.0400,10561.00,Office Supplies,Appliances
51169,Order Finished,Cari Schnelling,2010-12-24,2,583320.00,0.0800,46666.00,Furniture,Office Furnishings
51171,Order Finished,Mark Packer,2010-06-21,34,1566960.00,0.0100,15670.00,Office Supplies,Binders & Binder Accessories
51175,Order Finished,Katherine Hughes,2012-08-14,28,2270480.00,0.0600,136229.00,Office Supplies,Appliances
51200,Order Finished,Tom Prescott,2011-11-18,29,3235760.00,0.0000,0.00,Technology,Computer Peripherals
51201,Order Finished,Jonathan Doherty,2011-12-16,42,624100.00,0.0400,24964.00,Office Supplies,Binders & Binder Accessories
51202,Order Finished,Jim Epp,2012-04-13,4,61780.00,0.0600,3707.00,Office Supplies,Paper
51203,Order Finished,Eleni Mc Crary,2011-12-21,49,53245100.00,0.0800,4259608.00,Furniture,Tables
51205,Order Finished,Nat Carroll,2012-12-10,17,466020.00,0.0400,18641.00,Office Supplies,Binders & Binder Accessories
51233,Order Finished,Eleni Mc Crary,2009-12-09,3,53000.00,0.0500,2650.00,Furniture,Office Furnishings
51237,Order Finished,John Lucas,2012-03-10,26,9538139.00,0.0300,286144.00,Technology,Telephones & Communication
51239,Order Returned,Katharine Harms,2012-02-23,48,8092500.00,0.0900,728325.00,Furniture,Tables
51266,Order Finished,Michael Grace,2009-03-25,11,3220580.00,0.0400,128823.00,Technology,Office Machines
51267,Order Finished,Corey Lock,2012-05-03,46,8789560.00,0.0800,703165.00,Furniture,Bookcases
51269,Order Finished,Mitch Gastineau,2012-01-12,2,42140.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
51271,Order Returned,Tim Brockman,2010-10-25,31,7938860.00,0.1000,793886.00,Furniture,Bookcases
51297,Order Finished,Tom Prescott,2012-11-11,41,712560.00,0.0700,49879.00,Office Supplies,Binders & Binder Accessories
51300,Order Finished,Toby Carlisle,2011-10-15,43,688480.00,0.0900,61963.00,Technology,Computer Peripherals
51302,Order Returned,Tracy Collins,2011-08-24,44,335100.00,0.0300,10053.00,Office Supplies,Labels
51328,Order Finished,Sarah Jordon,2010-10-26,38,1379340.00,0.0700,96554.00,Furniture,Office Furnishings
51333,Order Finished,Theone Pippenger,2012-10-04,30,4439580.00,0.1000,443958.00,Technology,Office Machines
51360,Order Finished,Jack O'Briant,2011-06-20,12,93100.00,0.0000,0.00,Office Supplies,Labels
51361,Order Finished,Meg O'Connel,2011-03-18,14,152120.00,0.0200,3042.00,Office Supplies,Paper
51362,Order Finished,Tim Taslimi,2010-02-22,47,3003600.00,0.0200,60072.00,Technology,Computer Peripherals
51365,Order Finished,Theone Pippenger,2012-08-07,35,390460.00,0.0800,31237.00,Furniture,Office Furnishings
51392,Order Finished,Jamie Frazer,2009-11-12,10,509780.00,0.0900,45880.00,Technology,Computer Peripherals
51395,Order Finished,Lena Creighton,2010-06-09,26,156440.00,0.0300,4693.00,Office Supplies,Labels
51424,Order Finished,Nat Gilpin,2012-01-09,48,227960.00,0.1000,22796.00,Office Supplies,Rubber Bands
51426,Order Finished,Saphhira Shifley,2010-12-01,41,714020.00,0.0100,7140.00,Technology,Computer Peripherals
51461,Order Finished,Greg Guthrie,2011-02-10,43,1717060.00,0.0700,120194.00,Furniture,Office Furnishings
51462,Order Finished,Philisse Overcash,2011-06-22,15,835760.00,0.0800,66861.00,Office Supplies,Pens & Art Supplies
51463,Order Finished,Liz Willingham,2011-12-17,4,56680.00,0.0100,567.00,Office Supplies,Paper
51488,Order Finished,Liz Mac Kendrick,2010-05-02,31,3123920.00,0.0300,93718.00,Office Supplies,Appliances
51489,Order Finished,Berenike Kampe,2012-03-03,42,9693360.00,0.0400,387734.00,Furniture,Office Furnishings
51493,Order Finished,Helen Andreada,2011-07-06,31,572520.00,0.0100,5725.00,Office Supplies,Paper
51494,Order Finished,Justin Hirsh,2011-08-03,42,987120.00,0.0600,59227.00,Technology,Office Machines
51524,Order Finished,Pauline Chand,2010-03-14,16,5446200.00,0.0700,381234.00,Office Supplies,Storage & Organization
51525,Order Finished,Patrick O'Brill,2011-11-07,18,720480.00,0.0400,28819.00,Technology,Computer Peripherals
51553,Order Returned,Adrian Barton,2011-11-27,3,42733020.00,0.0000,0.00,Technology,Office Machines
51554,Order Returned,Liz Pelletier,2009-03-26,7,1090080.00,0.0500,54504.00,Office Supplies,Appliances
51556,Order Finished,Frank Atkinson,2012-10-27,10,91380.00,0.0100,914.00,Office Supplies,Pens & Art Supplies
51557,Order Finished,Brian Thompson,2011-10-31,36,3498140.00,0.0400,139926.00,Office Supplies,Paper
51558,Order Finished,Greg Guthrie,2010-03-29,34,490800.00,0.0000,0.00,Office Supplies,Paper
51559,Order Returned,David Philippe,2012-03-04,34,1647960.00,0.0900,148316.00,Office Supplies,Pens & Art Supplies
51584,Order Finished,Rob Haberlin,2010-10-17,48,11240400.00,0.0100,112404.00,Furniture,Chairs & Chairmats
51619,Order Finished,Stephanie Ulpright,2009-09-02,46,201200.00,0.0300,6036.00,Office Supplies,Pens & Art Supplies
51620,Order Finished,Ben Peterman,2012-03-08,12,347940.00,0.0300,10438.00,Office Supplies,Storage & Organization
51623,Order Finished,Michelle Huthwaite,2009-01-13,17,78460.00,0.0600,4708.00,Furniture,Office Furnishings
51648,Order Finished,Roy Skaria,2012-01-01,45,4709600.00,0.0300,141288.00,Technology,Computer Peripherals
51650,Order Finished,Rachel Payne,2011-06-01,25,940220.00,0.0800,75218.00,Office Supplies,Paper
51652,Order Finished,Rachel Payne,2011-04-09,37,391020.00,0.0300,11731.00,Office Supplies,Labels
51687,Order Finished,Craig Molinari,2011-09-11,42,497840.00,0.0100,4978.00,Office Supplies,Envelopes
51713,Order Finished,Bill Overfelt,2011-03-19,35,266140.00,0.0200,5323.00,Office Supplies,Rubber Bands
51714,Order Finished,Lauren Leatherbury,2009-09-05,33,388180.00,0.0300,11645.00,Office Supplies,Paper
51747,Order Finished,Harold Pawlan,2012-07-05,3,24220.00,0.0200,484.00,Office Supplies,Labels
51777,Order Finished,Mike Kennedy,2011-02-19,4,6931940.00,0.0800,554555.00,Office Supplies,Binders & Binder Accessories
51780,Order Finished,Rob Beeghly,2010-07-24,42,745380.00,0.0100,7454.00,Office Supplies,Binders & Binder Accessories
51783,Order Finished,Brian Stugart,2011-11-11,10,3750360.00,0.0100,37504.00,Furniture,Tables
51813,Order Finished,Lena Creighton,2012-12-21,13,2780340.00,0.0700,194624.00,Office Supplies,Storage & Organization
51814,Order Finished,Michael Granlund,2010-09-24,13,209020.00,0.0400,8361.00,Office Supplies,Binders & Binder Accessories
51815,Order Finished,Anthony Rawles,2009-05-26,37,455000.00,0.0100,4550.00,Office Supplies,Binders & Binder Accessories
51842,Order Finished,Tamara Manning,2011-11-28,1,108440.00,0.0200,2169.00,Office Supplies,Paper
51872,Order Finished,Ritsa Hightower,2012-04-23,10,4387860.00,0.0900,394907.00,Furniture,Chairs & Chairmats
51873,Order Finished,Muhammed Yedwab,2009-05-06,29,531840.00,0.0400,21274.00,Office Supplies,Paper
51876,Order Returned,Victor Price,2012-03-06,2,190111.00,0.1000,19011.00,Technology,Telephones & Communication
51879,Order Returned,Monica Federle,2010-08-24,26,2764620.00,0.0300,82939.00,Furniture,Office Furnishings
51906,Order Finished,Art Foster,2011-09-01,24,412680.00,0.0400,16507.00,Technology,Computer Peripherals
51937,Order Finished,James Lanier,2009-02-27,39,23226260.00,0.0500,1161313.00,Office Supplies,Appliances
51938,Order Finished,Jim Radford,2011-05-17,5,1006655.00,0.0600,60399.00,Technology,Telephones & Communication
51940,Order Returned,Ivan Gibson,2012-10-17,11,131000.00,0.0800,10480.00,Technology,Computer Peripherals
51943,Order Finished,Dorris Love,2009-04-24,11,226380.00,0.0400,9055.00,Office Supplies,Paper
51968,Order Finished,Sharelle Roach,2009-09-05,43,6463128.00,0.0300,193894.00,Technology,Telephones & Communication
51969,Order Finished,Irene Maddox,2011-09-04,16,393960.00,0.0400,15758.00,Office Supplies,Paper
51970,Order Finished,Allen Rosenblatt,2012-01-11,1,343420.00,0.0600,20605.00,Technology,Office Machines
51971,Order Finished,Dorothy Badders,2011-10-03,39,2652080.00,0.0200,53042.00,Office Supplies,Storage & Organization
51974,Order Finished,Trudy Brown,2011-01-26,10,2580740.00,0.0500,129037.00,Office Supplies,Appliances
51975,Order Finished,Michael Granlund,2009-12-18,12,2129573.00,0.1000,212957.00,Technology,Telephones & Communication
52002,Order Finished,Cindy Stewart,2009-06-04,11,4979700.00,0.0600,298782.00,Furniture,Tables
52003,Order Finished,Charles Crestani,2012-02-18,11,3768416.00,0.0400,150737.00,Furniture,Tables
52006,Order Finished,Carlos Meador,2009-06-24,42,751520.00,0.0000,0.00,Furniture,Office Furnishings
52007,Order Finished,Alejandro Grove,2012-04-14,25,137080.00,0.1000,13708.00,Office Supplies,Labels
52035,Order Returned,Roy Skaria,2009-11-27,29,41744320.00,0.0300,1252330.00,Technology,Copiers & Fax
52039,Order Finished,Justin Mac Kendrick,2012-08-02,48,4012760.00,0.0000,0.00,Technology,Computer Peripherals
52068,Order Returned,Peter Fuller,2012-01-13,31,326540.00,0.0400,13062.00,Office Supplies,Binders & Binder Accessories
52070,Order Finished,Natalie Webber,2009-12-01,29,135940.00,0.0600,8156.00,Office Supplies,Pens & Art Supplies
52071,Order Finished,Annie Thurman,2011-11-27,14,273700.00,0.0100,2737.00,Office Supplies,Binders & Binder Accessories
52098,Order Finished,Darren Budd,2010-03-10,19,1624120.00,0.0000,0.00,Furniture,Chairs & Chairmats
52102,Order Finished,Philip Brown,2010-09-12,8,208540.00,0.0300,6256.00,Office Supplies,Pens & Art Supplies
52128,Order Finished,Sanjit Jacobs,2010-11-22,11,27040.00,0.0300,811.00,Technology,Computer Peripherals
52130,Order Finished,Carlos Soltero,2012-09-05,13,126660.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
52135,Order Finished,Jeremy Ellison,2010-03-24,38,7845920.00,0.0400,313837.00,Technology,Computer Peripherals
52160,Order Finished,Jack Garza,2011-07-03,5,31200.00,0.0900,2808.00,Office Supplies,Rubber Bands
52162,Order Finished,Darren Budd,2011-11-01,39,522320.00,0.0700,36562.00,Furniture,Bookcases
52164,Order Finished,John Lucas,2012-04-13,30,3649696.00,0.0000,0.00,Technology,Telephones & Communication
52193,Order Finished,Mike Pelletier,2010-03-05,1,35780.00,0.0400,1431.00,Office Supplies,Labels
52194,Order Finished,Greg Tran,2010-12-11,25,1225860.00,0.1000,122586.00,Office Supplies,Binders & Binder Accessories
52195,Order Finished,Alyssa Tate,2011-10-26,19,534000.00,0.0900,48060.00,Office Supplies,Binders & Binder Accessories
52196,Order Finished,Adam Hart,2010-01-30,1,7700.00,0.0800,616.00,Office Supplies,Labels
52197,Order Finished,Maxwell Schwartz,2012-08-04,23,183880.00,0.0100,1839.00,Office Supplies,Rubber Bands
52199,Order Finished,Adam Shillingsburg,2011-01-26,19,184480.00,0.0500,9224.00,Office Supplies,Binders & Binder Accessories
52225,Order Finished,Dana Kaydos,2012-04-12,10,262180.00,0.0100,2622.00,Furniture,Office Furnishings
52227,Order Finished,Trudy Bell,2009-02-12,37,481040.00,0.0500,24052.00,Office Supplies,Paper
52230,Order Finished,Ritsa Hightower,2012-08-30,29,5401560.00,0.0600,324094.00,Furniture,Chairs & Chairmats
52256,Order Finished,Cari Mac Intyre,2010-11-04,23,2473908.00,0.0600,148434.00,Technology,Telephones & Communication
52258,Order Returned,Thais Sissman,2009-02-10,5,127700.00,0.0400,5108.00,Furniture,Office Furnishings
52261,Order Finished,Bruce Degenhardt,2011-04-21,49,20522500.00,0.0200,410450.00,Furniture,Tables
52288,Order Returned,Kimberly Carter,2011-08-10,19,2820880.00,0.0700,197462.00,Furniture,Office Furnishings
52290,Order Finished,Dennis Kane,2012-05-21,7,2268100.00,0.0800,181448.00,Office Supplies,Binders & Binder Accessories
52291,Order Finished,Michelle Tran,2009-10-29,48,575080.00,0.0400,23003.00,Office Supplies,Pens & Art Supplies
52292,Order Finished,Corey Catlett,2010-10-03,18,4758300.00,0.0600,285498.00,Furniture,Chairs & Chairmats
52293,Order Finished,Ken Lonsdale,2011-04-15,4,62280.00,0.0800,4982.00,Office Supplies,Paper
52320,Order Finished,Roland Murray,2012-09-24,41,225200.00,0.1000,22520.00,Office Supplies,Pens & Art Supplies
52321,Order Finished,Doug Bickford,2011-11-05,48,1234520.00,0.0400,49381.00,Office Supplies,Storage & Organization
52322,Order Finished,Joni Blumstein,2010-02-02,1,11400.00,0.1000,1140.00,Office Supplies,Rubber Bands
52324,Order Finished,Hallie Redmond,2012-06-29,4,1514220.00,0.0700,105995.00,Furniture,Chairs & Chairmats
52325,Order Finished,Paul Mac Intyre,2012-07-14,23,10252600.00,0.0700,717682.00,Office Supplies,Binders & Binder Accessories
52326,Order Finished,Dennis Bolton,2010-08-04,41,304560.00,0.0600,18274.00,Office Supplies,Binders & Binder Accessories
52327,Order Returned,Patrick O'Donnell,2011-12-20,27,7706940.00,0.1000,770694.00,Technology,Computer Peripherals
52357,Order Finished,Bobby Odegard,2009-09-03,49,1082940.00,0.0500,54147.00,Office Supplies,Envelopes
